ZONE,STATE,DEALER NAME,CHEQUE BOUNCE,DEALER YEARS,PHONE NUMBER,EMAIL ADDRESS,Q1016,Q2016,Q3016,Q4016,Q1017,Q2017,Q3017,Q4017,Q1018,CREDITABILITY
3,20,PRAGATI  AUTO  ENGINEERING, 2 ,11,2,1,"11,17,951","4,89,928",0,0,0,0,0,"1,57,425",0,1
5,27,PRAGYA KRISHI YANTRA, 2 ,8,2,1,0,"1,27,791",0,0,0,0,0,0,0,1
5,27,PRAGYA LOHA BHANDAR, 2 ,5,2,1,"2,49,320","1,22,881",0,0,"1,21,210",0,0,0,0,1
5,14,PRAKASH AGENCIES, 2 ,12,2,2,0,0,0,0,0,0,0,0,0,1
2,22,PRAKASH CHAND SIREMAL LODHA, 2 ,14,2,1,"6,92,714","5,18,852","1,54,067","1,55,448","3,67,627",0,0,"3,57,147",0,1
5,27,PRAKASH CHANDRA GUPTA, 2 ,6,2,1,"2,22,835","1,15,125",0,"1,05,181","2,43,335","1,07,292",0,"2,71,193","3,11,725",1
3,4,Prakash Glass House, 2 ,6,2,1,"2,29,879","2,54,658","1,28,109","1,40,101","1,27,512","1,93,632",0,"41,741","71,858",1
5,27,PRAKASH IRON STORE, 2 ,13,2,1,"6,23,972","2,38,953","3,66,979","3,72,720","6,97,122","4,69,534","8,12,234",0,"3,89,687",1
5,27,PRAKASH TRADERS, 2 ,13,2,1,"3,16,031","1,14,164","1,77,910",0,"3,34,336",0,0,0,0,1
5,14,PRAKASH TRADERS, 2 ,6,2,1,"4,30,200",0,0,0,0,0,0,0,0,1
1,12,PRAKRUTI BUILDING PRODUCTS LTD, 2 ,17,2,2,"6,83,88,132","2,77,80,204","2,74,87,712","3,67,81,082","5,31,40,472","3,15,44,415","4,27,68,386","5,28,26,805","5,81,61,632",1
1,1,PRASAD AGENCIES, 2 ,10,2,1,"1,65,072","1,66,985",0,"1,57,986","3,16,995","4,68,326","4,00,240","5,85,886","2,06,663",1
3,20,PRAVASINI SUPPLIERS, 2 ,8,2,1,0,0,0,0,0,0,0,0,0,1
1,24,Praveen Agencies, 2 ,6,2,1,"1,35,214","1,30,539",0,0,0,"83,424","52,544",0,"1,02,124",1
4,15,PRAVIN TRADERS, 2 ,16,2,1,"3,82,350","3,45,400","2,19,570","8,29,500","6,51,664","5,31,370","6,07,950","6,09,455","5,60,396",1
1,24,PREMIER HARDWARES, 2 ,10,2,1,0,0,0,0,0,0,0,0,0,1
1,13,PREMIER STEELS, 2 ,11,2,1,"5,99,979","2,27,716","64,361","2,75,898","1,50,937","1,22,837","2,27,833","48,971",0,1
1,24,PREMIER TRADERS, 2 ,6,2,1,0,"2,72,592","7,39,620","5,87,954","2,60,375","4,12,444","3,68,320","6,08,209","5,58,252",1
4,15,PRERANA TRADING CO, 2 ,12,2,1,0,"99,790",0,0,0,0,0,0,0,1
1,13,PRESTIGE ROOFING HOUSE, 2 ,11,2,1,"2,27,108","1,82,096","1,29,509","1,36,045","1,33,269","2,58,959","2,43,613","1,15,885","3,69,595",1
1,24,PRINCY TRADERS, 2 ,4,2,1,"3,12,912","1,51,075","2,79,646","2,18,411","79,113","2,60,498","94,845",0,"1,83,224",1
4,7,PRITESH P.PATEL, 2 ,6,1,1,0,0,0,0,0,0,0,0,0,1
1,12,PRIYA IDNUSTRIES, 1 ,7,2,1,"6,21,685","21,129",0,0,0,0,0,0,0,0
1,24,PRIYA STEEL CORPORATION, 2 ,8,2,1,"1,34,091","60,731",0,"1,27,952",0,"1,14,400",0,0,0,1
1,24,PSS TRADERS, 2 ,6,1,1,"2,52,972",0,0,"97,036","92,475","1,33,136","2,12,703","1,15,747","86,125",1
1,13,PUKADIYIL TRADERS, 2 ,9,2,1,"2,31,155","2,32,170",0,0,"3,69,636",0,"1,13,842",0,0,1
1,13,PULINCHUVALLIL AGENCIES, 2 ,12,2,1,"1,86,725","2,43,814","1,31,145","1,32,795","2,48,074","1,20,759","2,36,585","1,91,453","2,89,658",1
2,21,PUNJAB ELECTRIC STORE, 1 ,10,1,1,0,0,0,0,0,0,0,0,0,0
2,21,PUNJAB IRON AND CEMENT STORE, 2 ,16,2,2,"11,03,612","4,70,834","3,24,169","4,63,519","8,27,947","13,05,693","13,39,121","12,89,015","17,05,073",1
2,21,PUNJAB IRON AND CEMENT STORE, 2 ,14,2,1,"3,15,571","2,89,116","1,38,994","4,37,868","7,37,957","6,03,467","5,05,653","4,99,152","9,03,503",1
2,8,PURAN CHAND & SONS, 2 ,14,2,1,"7,41,092","3,17,110","5,91,140","12,35,858","6,97,954","11,62,129","20,83,362","18,94,728","20,69,023",1
2,21,PURI BOTTLE & GENERAL STORE, 1 ,14,2,1,0,0,"2,80,001","1,46,630","6,39,283","4,52,629","3,39,056","5,61,276","9,66,644",0
2,21,PURI IRON STORE, 2 ,15,2,1,"3,24,776","1,66,742","1,51,115","3,36,230","3,29,597","1,93,317","1,21,473","4,58,971","2,91,080",1
4,7,PUSHABEN B. KIRI, 1 ,6,1,1,"6,972",0,0,0,0,0,0,0,0,0
1,24,PUSHANAM AGENCIES, 2 ,6,2,1,"58,862",0,"1,75,198","1,74,701","1,81,818","68,260","1,91,130",0,"28,741",1
4,7,PUSHPA J. SHAH, 2 ,9,1,1,0,0,0,0,0,0,0,0,0,1
5,14,PUSHPA MURGIPALAN SAMUH, 2 ,7,2,1,0,0,0,0,0,0,0,0,0,1
5,14,PUSHPAWATI HARDWARE, 2 ,6,2,1,"3,86,742","86,580","1,35,000","3,93,225","2,34,825","1,81,200",0,"1,62,060","4,57,825",1
2,8,PYARE LAL VED PAL, 2 ,7,1,1,0,0,"2,46,237",0,0,0,0,0,0,1
3,29,R B STORES, 2 ,9,2,2,"2,85,165","2,87,085","1,41,453","1,42,835",0,"1,40,342",0,"3,01,054","1,52,054",1
3,20,R K ENTERPRISERS, 2 ,15,2,1,"12,76,610","7,24,940","6,06,886","6,49,326","18,38,212","2,87,459","1,36,504",0,0,1
3,11,R K ENTERPRISES, 2 ,13,2,2,"7,21,565","2,78,873","3,04,156","4,69,907","4,93,008","2,45,981","2,87,807","1,80,639",0,1
3,11,R K SALES, 2 ,15,2,2,"4,06,63,893","1,79,20,070","1,58,40,199","3,01,33,200","3,98,99,879","1,81,19,762","2,08,01,719","4,46,30,449","6,87,33,473",1
5,27,R K steel, 2 ,9,1,1,0,0,"2,02,100","6,02,813","8,33,168","2,48,280","2,24,880","2,26,380","7,35,578",1
1,24,R.B IRON TRADERS, 2 ,7,2,1,0,0,0,0,0,0,0,0,0,1
1,24,R.B TRADERS, 2 ,5,2,1,0,0,0,0,"65,200",0,"1,35,750",0,0,1
1,24,R.B. STEELS & HARDWARES, 2 ,9,2,1,"6,69,050",0,0,0,0,0,0,0,0,1
4,15,R.J TRADERS, 2 ,7,1,1,"1,22,778",0,0,0,0,0,0,0,0,1
2,27,R.K. SUPPLIERS, 2 ,15,2,1,"32,94,126","10,17,039","17,87,484","18,52,572","7,78,557",0,0,"5,86,820",0,1
4,6,R.K.ENTERPRISES, 1 ,7,1,1,0,0,0,0,0,0,0,0,0,0
2,27,R.K.Enterprises, 2 ,5,1,1,"13,15,287",0,0,0,0,0,0,0,0,1
1,24,R.L.P HARDWARES, 2 ,8,2,1,"2,27,745","2,07,207","2,96,712","2,16,967","1,02,830","1,98,395","1,58,486","96,642",0,1
1,24,R.Lakshmanan, 2 ,7,1,1,0,0,0,0,0,0,0,0,0,1
3,29,R.M. ASSOCIATES, 2 ,15,2,1,"30,10,265","7,18,077","17,12,977","17,95,143","28,43,423","1,41,264","2,71,988","4,02,076","4,23,735",1
2,27,R.R and co, 2 ,10,2,1,"17,09,080","5,36,777","5,64,962","7,07,939","8,11,361",0,"3,76,268","1,83,150",0,1
1,13,R.S STORES & HARDWARES, 2 ,6,2,1,"43,163",0,"63,892","41,780","63,930",0,"41,230",0,"54,988",1
5,27,R.S.STEEL, 2 ,15,2,1,0,0,0,0,0,0,0,0,0,1
4,7,R.V TRADERS, 2 ,7,2,1,0,"1,92,211",0,0,0,"3,42,139","5,00,250",0,"18,86,335",1
2,21,R.V. STEEL INTERNATIONL, 2 ,14,2,2,0,"11,93,369",0,0,0,0,0,0,0,1
4,15,R.V.BALLAL, 2 ,7,1,1,0,0,0,0,0,0,0,0,0,1
1,24,RAAJ PRIYA STEELS, 2 ,7,2,1,"1,37,498",0,0,0,0,"1,30,380",0,0,0,1
2,8,RADHA KRISHNA TRADERS, 2 ,6,1,1,0,0,0,0,0,0,0,0,0,1
4,15,RADHA SOAMI SATSANG BEAS, 2 ,15,1,1,0,0,0,0,0,0,0,0,0,1
5,14,RADHA SOAMI SATSANG BEAS, 2 ,7,1,1,0,0,0,0,0,0,0,0,0,1
3,29,"Radha Soami Satsang Beas,Kolkata", 2 ,6,2,1,0,0,0,0,0,0,0,0,0,1
4,6,RADHA TRADERS, 2 ,15,2,2,0,0,0,"1,85,538","8,91,132",0,0,0,0,1
4,7,RADHE STEEL CORPORATION, 1 ,8,2,1,0,"2,03,266","2,20,257",0,"3,60,641",0,0,0,0,0
2,22,Radheshyam Traders, 2 ,11,2,1,"1,23,507",0,0,0,0,"1,97,400",0,0,0,1
2,21,RADHEY TRADING COMPANY, 2 ,6,1,1,0,0,0,0,0,0,0,0,0,1
2,28,Radiant Bar ltd, 2 ,5,1,1,0,0,0,0,0,0,0,0,0,1
4,7,RAGATIYA STEEL TRADING CO, 2 ,6,2,1,"8,38,188",0,0,"2,28,895","1,19,306","1,35,259",0,0,0,1
2,21,RAGHBIR IRON STORE, 2 ,11,1,1,0,0,0,0,0,0,0,0,0,1
1,24,RAGU STEELS & TIMBERS, 2 ,8,2,1,"97,279","1,80,388","1,24,016",0,"1,31,335",0,0,0,0,1
1,24,RAGUL STEELS, 2 ,9,2,1,0,0,0,0,0,0,0,0,0,1
5,14,RAHUL AGENCIES, 2 ,9,2,1,"1,97,040",0,"2,34,812",0,"2,24,775",0,"2,39,355",0,"2,24,960",1
4,15,RAHUL TRADERS, 2 ,14,2,2,"15,83,473","3,12,850","3,48,795","12,88,088","14,92,906","3,48,161","6,74,744","18,98,735","15,30,592",1
2,28,Rahul Trading co, 2 ,16,2,2,"46,11,883","9,11,980","12,58,360","15,83,771","22,41,108","6,22,484","7,47,630","3,42,425","3,46,955",1
5,27,RAHUL TRADING CO, 2 ,13,2,2,"24,75,317","6,87,023","16,64,920","12,03,144","28,74,812","6,06,912","18,91,388","33,86,243","30,72,531",1
3,11,RAJ  ENTERPRISES, 2 ,15,2,2,"8,93,213","4,82,141","9,70,220","22,86,525","18,21,110","6,41,437","13,91,205","10,89,855","26,10,173",1
5,14,RAJ HARDWARE, 1 ,6,1,1,"5,46,563","4,95,564","4,85,025",0,"21,74,835","2,24,250","4,51,400","11,64,588","20,76,250",0
1,13,RAJ KRIPA AGENCIES, 2 ,10,2,1,0,0,0,0,0,0,0,0,0,1
3,20,RAJ KUMAR AGARWALLA, 2 ,16,2,1,"16,77,724","2,94,000","2,68,234","4,74,939","12,10,302","2,68,470","2,64,040","2,64,100","20,58,829",1
5,14,RAJ KUMAR MUKESH KUMAR JAIN, 2 ,7,1,1,0,0,0,0,0,0,0,0,0,1
3,29,RAJ PLYWOOD, 2 ,15,2,1,"3,10,718","1,52,880","1,53,120","1,48,463","1,54,641","1,44,383","1,47,306","1,46,970","2,96,428",1
4,7,RAJ TIMBER MART, 2 ,14,2,1,0,"16,142","1,75,434",0,0,"1,18,048","5,40,487","1,04,340","3,85,040",1
2,27,Raj Trading Corpration, 2 ,14,2,1,"3,28,798","6,19,516","7,15,210","6,33,932","4,10,873","3,74,535",0,0,0,1
3,29,RAJA BABU HARDWARE, 2 ,7,2,1,"5,60,985","1,38,720",0,"2,64,330","1,35,419","1,36,088",0,0,0,1
1,24,RAJA STEEL COMPANY, 2 ,5,1,1,0,0,0,0,0,0,0,0,0,1
1,24,RAJA TIMBER TRADING COMPANY, 2 ,13,2,1,"1,69,860","6,78,970","3,73,448","52,027","2,25,246","6,09,272","3,03,480",0,"89,978",1
1,24,RAJA TIMBERS, 2 ,9,2,1,0,0,"1,40,034",0,0,0,0,0,0,1
1,24,RAJA TRADER, 2 ,17,2,1,"1,01,54,244","1,10,32,942","59,39,578","48,73,790","70,05,824","74,98,369","58,58,329","56,31,530",0,1
3,20,RAJALAXMI CEMENT &STEEL, 2 ,15,2,1,"21,49,460","5,56,773","10,65,880","6,88,745","31,11,519","2,66,394","15,85,876","36,89,627","59,19,173",1
3,20,RAJALAXMI ENTERPRISES, 2 ,13,2,1,0,0,0,0,0,0,0,0,0,1
1,24,RAJAM STEELS, 2 ,6,2,1,0,0,0,0,0,0,0,0,0,1
1,24,RAJAM TIMBER DEPOT, 2 ,5,2,1,"93,142","39,021","83,317",0,0,0,0,0,0,1
1,24,RAJAPALAYAM STEEL COMPANY, 2 ,13,2,1,"1,24,310","7,13,396","5,82,394","1,48,372","3,51,595","2,52,696","1,39,753","1,44,223","1,32,859",1
2,22,Rajaram Building Material, 2 ,16,2,1,"16,02,222","8,43,028","3,31,097","4,17,854","5,35,351","5,26,274","3,78,013","1,96,992",0,1
1,12,RAJARAM STEEL TRADERS, 2 ,8,2,1,"4,40,581","11,17,388","7,27,185","7,53,517","7,45,442","4,12,021","4,21,788","5,75,425","10,24,878",1
2,27,RAJARAM VEDPARKASH, 2 ,6,1,1,0,0,0,0,"2,31,737","1,08,639","3,06,221","2,73,072",0,1
5,14,RAJEEV IRON & STEEL WORKS, 2 ,16,2,2,0,0,0,0,0,0,0,0,0,1
5,14,RAJENDRA HARDWARE, 2 ,11,1,1,0,0,0,0,0,0,0,0,0,1
1,24,RAJENDRA HARDWARES, 2 ,6,2,1,"70,736","1,51,450","1,80,563","2,07,760","3,25,518","1,26,600",0,"1,26,803",0,1
2,27,Rajendra prasad Deepak Kumar, 2 ,7,2,1,0,"81,171",0,"57,907",0,0,0,0,0,1
4,15,RAJENDRA TRADERS, 1 ,9,1,1,0,0,0,0,0,0,0,0,0,0
5,14,RAJESH KUMAR JAIN(NARSINGHPUR), 2 ,11,2,1,"46,365","57,544","2,03,280","11,783","3,74,556",0,0,"2,25,000",0,1
2,8,RAJESH STEELS, 2 ,4,1,1,0,"98,380",0,0,0,0,0,0,0,1
1,24,Rajkapoor hardware, 2 ,6,2,1,0,0,0,0,0,0,0,0,0,1
2,27,Rajneesh Kumar & Sons, 2 ,6,2,1,0,0,0,0,0,0,0,0,0,1
3,29,RAJU BUILDERS, 1 ,17,2,2,"91,31,374","37,14,872","55,59,766","81,50,468","1,47,11,434","90,58,510","97,90,141","1,00,89,860","1,68,91,186",0
2,27,Raju building material and stone co, 2 ,10,2,1,0,"2,96,974","95,298","1,29,020","5,61,531",0,"77,439",0,"6,06,573",1
1,12,RAJU TRADERS, 2 ,5,2,1,0,0,0,0,"2,08,137",0,0,0,0,1
2,8,RAKESH & CO, 2 ,16,2,1,"6,07,255","2,32,812","3,27,107","2,27,666","4,81,620","4,93,019","4,97,445","1,24,487","6,44,256",1
3,4,RAKESH HARDWARE STORES, 2 ,16,2,1,"4,52,753","1,47,266","4,23,609","1,46,066","3,08,280","3,92,694","3,77,966","2,83,608","7,04,903",1
2,21,RAKESH KUMAR & SONS, 2 ,11,2,2,"6,37,765","2,98,652","1,48,080","5,54,742","6,10,997",0,0,0,0,1
2,22,Rakesh Traders, 2 ,11,1,1,"1,84,654",0,"1,79,958",0,0,0,0,0,0,1
4,7,RAM & CO, 2 ,13,2,2,"2,92,81,905","15,24,797","44,46,970","1,67,38,170","1,90,55,873","36,69,076","1,29,91,563","2,26,91,928","2,64,57,138",1
2,22,Ram and Company, 2 ,11,2,1,"1,21,338",0,0,0,0,0,0,0,0,1
2,27,Ram Asray Loha, 2 ,14,2,1,0,0,0,"1,80,553",0,0,0,0,0,1
2,27,Ram Prasad Loha Vikreta, 2 ,12,2,2,0,0,0,0,0,0,0,0,0,1
5,14,RAM RAJA ENTERPRISES, 2 ,14,2,1,"1,34,695","2,32,372","1,24,748","5,07,330","2,07,304","1,43,810","1,69,610",0,0,1
5,14,RAM RAJA TRADERS, 2 ,7,2,2,"4,88,000","2,52,800","2,65,650",0,"2,43,350","1,78,800",0,0,0,1
2,8,RAM SARUP ARUN KUMAR, 2 ,14,2,2,"64,63,920","49,61,288","44,21,386","53,32,884","55,61,703","47,89,954","12,17,992","7,47,837","15,24,614",1
2,21,RAM SINGH & SONS, 2 ,11,2,1,"2,86,479",0,"5,32,306","2,86,074","1,43,056","1,84,349","3,97,785","3,61,955","4,12,094",1
1,24,RAMA AND COMPANY, 1 ,8,2,2,"1,57,104",0,"1,37,760","1,45,643","1,45,778",0,"2,79,071",0,"4,33,988",0
2,27,RAMA STEEL, 2 ,8,2,1,0,0,"26,046",0,0,0,"18,240",0,0,1
1,24,RAMACHANDRA AGENCIES, 2 ,17,2,1,"33,82,127","43,63,867","68,98,567","48,24,413","62,67,574","48,18,613","46,74,668","33,32,977","27,56,896",1
1,24,RAMAKRISHNA STEELS (RASIPURAM), 2 ,10,2,1,"3,43,312","1,40,250","1,48,500","1,48,913","1,42,625","1,39,875","1,32,825","1,35,625","1,42,505",1
2,22,Ramdas Amritlal, 2 ,6,1,1,0,0,0,0,0,0,0,0,0,1
4,15,RAMDEV TRADERS, 2 ,11,2,1,"13,61,310","1,84,800",0,"8,19,350","17,48,350","1,74,725","3,67,655","3,56,875","19,59,383",1
4,7,RAMESHCHANDRA & CO0RAJKOT, 2 ,9,1,1,0,0,0,0,0,0,0,0,0,1
5,14,RAMESSWAR BROTHERS, 2 ,15,2,2,0,0,0,0,"2,51,640","2,45,780","1,77,600","3,99,750",0,1
5,5,Rampuria Steel Private Limited, 2 ,10,1,1,0,0,0,0,0,0,0,0,0,1
1,24,RAMSIYA TRADERS, 2 ,5,1,1,0,0,0,0,0,"21,08,925",0,0,0,1
2,21,RANA CEMENT STORE, 2 ,11,2,1,"9,61,346","33,37,853","52,98,228","29,38,462","27,88,831",0,0,0,0,1
5,14,RANA TRADERS, 2 ,15,2,1,"4,92,110",0,"2,24,245","4,71,200",0,0,"2,32,500",0,"2,40,000",1
1,24,RANGA AGENCIES, 2 ,12,2,2,"6,32,926","3,16,744","1,79,025","1,91,700","1,88,175","2,58,868","45,000","1,87,350",0,1
1,12,RANGASHREE HARDWARE, 2 ,13,2,1,"6,42,388",0,"3,59,346","2,75,735","6,99,068","2,35,756","2,40,487","3,81,540","4,83,983",1
1,24,RANI TRADERS, 2 ,9,2,1,0,"1,16,695",0,0,"1,44,773","93,447","73,482",0,0,1
3,29,Ranjan Sarkar, 2 ,11,2,1,"7,17,283","2,37,975",0,"2,29,540","2,23,560",0,0,0,0,1
1,24,RAO SAHIB K.A.M.A KALIAPPA NADAR &, 2 ,5,2,1,"21,243",0,0,0,0,0,0,0,0,1
2,28,RAO SAZID, 2 ,5,1,1,"37,152",0,0,"45,900",0,0,"18,360",0,0,1
5,14,RASHI TRADERS, 1 ,9,1,1,"2,55,750",0,0,0,0,0,0,0,0,0
1,24,RASI TRADERS, 2 ,4,2,1,0,"83,720",0,0,0,0,0,0,0,1
4,15,RASIKLAL PREMCHAND & CO, 2 ,10,2,2,"1,22,700",0,"98,150",0,"1,95,463",0,0,0,0,1
5,27,RASTOGI ENTERPRISES, 2 ,10,2,2,"5,64,723","1,42,851","1,69,915","4,50,936","17,21,390",0,0,0,0,1
5,14,RASTOGI TRADERS, 2 ,14,2,2,"15,30,340","2,43,488","11,96,985","9,51,750","12,45,438","6,41,108","2,23,500","2,35,274","7,21,729",1
2,22,Rastriya Loha Bhandar, 2 ,11,2,1,"1,94,581",0,"1,63,377",0,0,0,0,0,0,1
5,14,RATHI SUPPLIERS & CUNTRACTORS, 2 ,11,2,1,"4,84,275",0,0,0,0,0,0,0,0,1
1,13,RATHNA STEELS, 2 ,11,2,1,"24,72,413","13,85,369","11,92,836","9,46,935","14,00,150","6,39,231","3,95,674","2,78,474","2,40,402",1
1,24,RATHNA TRADERS, 2 ,8,2,1,0,"90,315","58,689","60,406",0,"1,71,495",0,0,"1,40,622",1
4,7,RATHOD INDUSTRIES, 2 ,7,1,1,"1,11,780",0,0,0,"1,69,394",0,0,0,0,1
2,21,RATTAN BUILDERS PVT. LTD., 2 ,6,1,1,0,0,0,0,0,0,0,0,0,1
3,11,"RATTANLAL TARACHAND,", 1 ,14,2,2,"4,02,66,789","91,33,799","83,96,246","2,46,82,351","4,17,26,218","1,26,08,387","1,70,01,250","2,13,25,106","2,75,84,452",0
3,4,Ravi A.Raj Building Material Centre, 2 ,8,2,1,0,0,0,0,"2,87,580",0,"3,54,297","1,93,852","4,32,692",1
1,24,RAVI ELECTRICALS, 2 ,11,2,1,"1,49,553","1,63,820",0,"1,34,450","1,39,625",0,"2,57,300","63,500","1,54,050",1
2,8,RAVI PLYWOOD MATRESS & PAINT STORE, 2 ,12,1,1,"1,56,582",0,"1,47,490","1,13,427","3,52,859","5,78,177","3,41,526",0,"8,54,806",1
2,8,RAVI STEELS, 2 ,15,2,2,"1,11,00,968","86,04,118","71,54,139","1,04,97,693","89,77,528","96,76,101","1,40,48,987","1,34,69,515","1,67,11,519",1
2,27,Ravindra chaudhary, 2 ,5,1,1,0,0,0,0,0,"2,31,003","18,752",0,0,1
3,20,RAY ENTERPRISES, 2 ,8,1,1,"2,92,027","74,749",0,"59,726","1,40,447","2,15,526",0,"1,33,823","1,38,000",1
5,14,RAZA TRADERS, 1 ,10,2,1,"15,60,001",0,"2,21,800","5,55,863","8,42,713","3,06,163",0,"1,83,270","4,11,550",0
1,12,RB STEEL, 2 ,15,2,1,"67,42,032","13,15,942","15,92,505","22,76,578","64,84,377","16,79,186","19,88,976","27,36,501","43,00,462",1
5,14,RD WEAVING MILLS LLP, 2 ,7,1,1,0,0,0,0,0,0,0,0,0,1
3,20,REAL STEEL, 2 ,9,2,1,0,0,0,0,0,0,0,0,0,1
2,27,Reema Contractors, 2 ,13,1,1,0,0,0,0,0,0,0,0,0,1
1,13,REENA ENTERPRISES, 2 ,13,2,1,"5,36,958","3,92,135","2,73,304","6,85,134","6,17,148","2,58,311","1,67,050","4,08,731","4,55,978",1
2,21,REGENCY (INDIA), 2 ,9,1,1,0,0,0,0,0,0,0,0,0,1
5,14,REKHA HARDWARE, 2 ,10,2,1,"10,02,375","2,30,880",0,"6,90,975","11,95,860","2,22,300","2,26,300","4,91,775","4,68,930",1
3,3,Reliable Asbestos, 2 ,8,2,1,0,0,0,0,0,0,0,0,0,1
2,21,RESHAM IRON STORE, 2 ,9,2,1,"3,19,357","3,36,224","2,74,576","4,21,072","3,16,143","5,23,623","1,68,750","3,00,865","3,42,704",1
2,21,RETGARH TRADERS, 2 ,15,2,1,"3,17,762",0,0,0,0,0,0,0,0,1
5,14,REWA HARDWARE, 2 ,6,2,1,"2,49,600",0,0,"4,73,600","4,76,685",0,0,0,0,1
2,21,REYNAUD ENGG., 2 ,11,1,1,0,0,0,0,0,0,0,0,0,1
2,28,Richardson Engineers, 2 ,7,1,1,0,0,0,0,"1,54,570",0,0,0,0,1
1,24,RIDAN STEELS AND HARDWARES, 2 ,13,2,2,"1,62,525",0,0,"1,93,834",0,"1,20,670",0,"1,54,526","2,94,449",1
2,22,Riddhi Siddhi Enterprises, 2 ,12,2,1,"1,17,62,818","57,60,094","64,72,896","73,22,506","1,32,11,849","1,16,31,102","1,06,07,169","37,61,894",0,1
1,12,RIDHI TRADERS, 2 ,6,2,1,0,0,0,0,0,0,0,0,0,1
4,15,RIGHT ANGLE INTERIORS PVT LTD, 1 ,6,1,1,0,0,0,0,0,0,0,0,0,0
5,27,RIKHAILAL BINDESHWARI PRASAD, 2 ,13,2,2,"34,14,481","12,50,135","11,15,365","17,46,548","45,44,766","13,73,231","17,52,125","11,92,063","20,70,434",1
5,27,RIMJHIM ISPAT LTD, 2 ,14,1,1,0,0,0,0,"3,89,320",0,0,"3,81,600","4,63,200",1
5,27,RIMJHIM STAINLESS LIMITED, 1 ,10,1,1,0,0,0,0,0,0,0,"3,20,000",0,0
4,15,RISHABH TRADERS, 2 ,8,2,2,"62,400","43,350",0,0,0,0,0,"1,08,260","57,600",1
5,27,RISHI MILL STORES & SUPPLIER, 2 ,7,2,1,"1,33,235",0,0,0,"1,11,094",0,0,0,0,1
5,14,RISHI TRADERS, 2 ,13,2,1,0,0,0,0,0,0,0,0,0,1
5,14,RITESH TRADERS, 2 ,15,2,1,"2,60,760",0,0,0,"7,36,455",0,0,"3,06,863","4,72,063",1
2,8,RITIK IRON AND MACHINARY STORE, 1 ,8,2,1,0,0,0,0,0,0,0,0,0,0
4,15,RIZVAN RAZZAQ SHAIKH, 2 ,12,2,1,"1,66,626","1,48,500",0,0,"1,69,425","1,16,875","80,325","1,80,825",0,1
5,27,RKML ASSOCIATES, 2 ,13,2,1,0,0,0,0,0,0,0,0,0,1
4,7,ROCHI CEMENT & STEEL, 2 ,13,2,2,"14,35,192","6,39,990","2,71,506","5,52,799","10,41,477","3,13,738","7,27,068","4,72,734","11,58,908",1
1,24,ROCKFORT TIMBER DEPOT & HARDWARES, 2 ,7,2,1,0,0,"1,26,409",0,0,"2,54,987","1,95,550",0,"3,92,300",1
5,27,ROHAN ENTERPRISES, 2 ,16,2,1,"2,67,075",0,"1,27,468","1,30,261","4,98,990","1,25,891","2,32,448","4,17,855","8,85,654",1
5,27,ROHINI ENTERPRISES, 2 ,15,1,1,"1,46,520","4,88,966",0,0,0,0,0,0,0,1
3,20,ROHIT SALES, 2 ,13,2,2,"1,61,02,705","66,84,642","49,84,587","1,22,69,383","1,63,53,087","53,14,666","58,65,785","1,33,29,187","74,50,787",1
2,21,ROHIT SALES CORP., 2 ,6,1,1,0,0,0,0,0,0,0,0,0,1
5,14,ROHIT TRADERS, 2 ,16,2,1,"5,28,000",0,"2,50,800","2,55,000","4,94,400",0,0,"4,88,468","7,21,968",1
2,22,Rohtash stone company, 2 ,12,2,1,"6,85,970","1,24,061","2,99,330","3,08,766","1,60,096","37,77,767","24,53,798","4,27,640",0,1
4,15,ROKDESHWAR SAHAKARI SOOTGIRANI, 2 ,5,1,1,0,0,0,0,0,0,0,0,0,1
1,13,ROOF INDIA (BR. OF SAKTHI MARKETING, 1 ,7,2,1,0,0,0,0,0,0,0,0,0,0
2,21,ROOPNAGAR ENTERPRISES, 2 ,16,2,2,"8,22,940","6,72,188","3,81,971","3,75,688","6,74,731","5,26,729","7,17,441","3,66,155","9,55,692",1
3,4,ROSHAN ANAND & SONS, 2 ,9,1,1,"5,77,976","2,30,051","1,15,423","1,94,019","3,56,397",0,0,0,0,1
1,24,ROSHAN HARDWARE, 1 ,9,2,1,0,0,0,0,"1,30,783","1,54,040",0,0,0,0
2,21,ROSHAN LAL PARSHOTAM DASS, 2 ,6,2,1,0,"38,859","1,51,370",0,"20,913",0,0,0,0,1
3,29,ROY & COMPANY, 1 ,16,2,1,"1,44,761","1,07,700",0,"2,12,409","2,27,523","1,04,950","1,96,522","1,05,143","1,36,702",0
3,29,ROY BROTHER, 2 ,12,2,1,"7,63,053","9,30,937","2,88,152","5,54,020","4,63,095","2,96,477","1,49,977","4,19,276","8,47,382",1
3,29,ROY ENGINEERING WORKS & BUILDERS, 2 ,12,2,1,"11,37,694",0,"4,10,440","6,71,288","8,38,635","1,16,033","5,32,876","5,27,165","14,41,955",1
1,13,ROYAL AGENCIES, 2 ,14,2,1,"2,53,315",0,0,0,"1,23,060","1,24,950",0,"1,36,850",0,1
4,15,ROYAL CARBON BLACK LTD, 1 ,5,1,1,0,0,0,0,0,0,0,0,0,0
1,24,ROYAL CLASSIC MILLS (P) LTD, 2 ,9,1,1,0,0,0,0,0,0,0,0,0,1
